path,run_id,model,dataset,subset_name,pruner,retention,calibrator,seed,n_samples,sample_indices_hash,paper_eligible,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,delta_accuracy,delta_ece,delta_adaptive_ece,delta_aurc,delta_max_softmax_mean,delta_accuracy_vs_raw,delta_ece_vs_raw,delta_adaptive_ece_vs_raw,delta_aurc_vs_raw,delta_max_softmax_mean_vs_raw
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-cal-fastv-r0.25-n128-seed20260618.json,llava15_7b_4bit-pope-cal-fastv-r0.25-n128-seed20260618,llava15_7b_4bit,pope,cal,fastv,0.25,none,20260618,128,25a51fedf5c4206a,False,0.75,0.1416350672666232,0.14587112632812343,0.15405952082037513,0.876268538664682,-0.0546875,0.09792377857800379,0.04420002142192092,0.051486494678283076,0.028471807719283815,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-cal-fastv-r0.5-n128-seed20260618.json,llava15_7b_4bit-pope-cal-fastv-r0.5-n128-seed20260618,llava15_7b_4bit,pope,cal,fastv,0.5,none,20260618,128,25a51fedf5c4206a,False,0.8125,0.08099061720677285,0.08840023306766387,0.11572272771444804,0.8601228376544476,0.0078125,0.03727932851815344,-0.013270871838538645,0.013149701572355982,0.012326106709049434,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-cal-fastv-r0.75-n128-seed20260618.json,llava15_7b_4bit-pope-cal-fastv-r0.75-n128-seed20260618,llava15_7b_4bit,pope,cal,fastv,0.75,none,20260618,128,25a51fedf5c4206a,False,0.8359375,0.04833397029212833,0.07684916911310531,0.09862502008645335,0.8494890913203251,0.03125,0.00462268160350892,-0.024821935793097202,-0.003948006055638706,0.0016923603749269267,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-cal-none-r1-n128-seed20260618.json,llava15_7b_4bit-pope-cal-none-r1-n128-seed20260618,llava15_7b_4bit,pope,cal,none,1.0,none,20260618,128,25a51fedf5c4206a,False,0.8046875,0.04371128868861941,0.10167110490620251,0.10257302614209206,0.8477967309453982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava_fastv_calibprune_r025_n512_seed20260618.json,,llava15_7b_4bit,pope,test,fastv,0.25,calibprune,20260618,512,561565a242561ad7,False,0.78125,0.058829757307692465,0.06822929881515455,0.10040475876284795,0.7693122766559541,,,,,,0.0,-0.03900040339777146,-0.03210121460630687,-7.632234161987494e-05,-0.10976788404950977
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-test-fastv-r0.25-n512-seed20260618.json,llava15_7b_4bit-pope-test-fastv-r0.25-n512-seed20260618,llava15_7b_4bit,pope,test,fastv,0.25,none,20260618,512,561565a242561ad7,False,0.78125,0.09783016070546392,0.10033051342146142,0.10048108110446782,0.8790801607054639,-0.046875,0.05663034193110049,0.053079938253320594,0.026422095797630565,0.02134797260249366,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava_fastv_temp_r025_n512_seed20260618.json,,llava15_7b_4bit,pope,test,fastv,0.25,temperature_scaling,20260618,512,561565a242561ad7,False,0.78125,0.06414567131575,0.06975073041031091,0.10047331336569051,0.7668284135146863,-0.046875,0.032730122977856525,0.029848443127606178,0.026422136320263495,-0.0621288046477253,0.0,-0.033684489389713926,-0.03057978301115051,-7.767738777308963e-06,-0.11225174719077757
results/raw/pope_lite_llava_128_512_seed20260618\llava_fastv_calibprune_r05_n512_seed20260618.json,,llava15_7b_4bit,pope,test,fastv,0.5,calibprune,20260618,512,561565a242561ad7,False,0.822265625,0.051003533917269875,0.07430796766451679,0.08219132271372631,0.7952573337753732,,,,,,0.0,-0.012850339873582708,-0.004757806530790901,2.1173937751362004e-05,-0.0714956034101556
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-test-fastv-r0.5-n512-seed20260618.json,llava15_7b_4bit-pope-test-fastv-r0.5-n512-seed20260618,llava15_7b_4bit,pope,test,fastv,0.5,none,20260618,512,561565a242561ad7,False,0.822265625,0.06385387379085258,0.07906577419530769,0.08217014877597495,0.8667529371855288,-0.005859375,0.02265405501648915,0.03181519902716687,0.008111163469137692,0.009020749082558566,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava_fastv_temp_r05_n512_seed20260618.json,,llava15_7b_4bit,pope,test,fastv,0.5,temperature_scaling,20260618,512,561565a242561ad7,False,0.822265625,0.04365502878140603,0.06881516242148335,0.08215236710593064,0.8132286887925013,-0.005859375,0.012239480443512557,0.028912875138778618,0.008101190060503624,-0.015728529369910316,0.0,-0.020198845009446555,-0.010250611773824345,-1.7781670044306197e-05,-0.053524248393027496
results/raw/pope_lite_llava_128_512_seed20260618\llava_fastv_calibprune_r075_n512_seed20260618.json,,llava15_7b_4bit,pope,test,fastv,0.75,calibprune,20260618,512,561565a242561ad7,False,0.828125,0.03600187994314117,0.053040878624512844,0.06981960131067147,0.8272097396881148,,,,,,0.0,-0.008171357225569574,0.0014105643973662402,2.8379972346809224e-05,-0.031098721782845895
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-test-fastv-r0.75-n512-seed20260618.json,llava15_7b_4bit-pope-test-fastv-r0.75-n512-seed20260618,llava15_7b_4bit,pope,test,fastv,0.75,none,20260618,512,561565a242561ad7,False,0.828125,0.044173237168710744,0.051630314227146604,0.06979122133832466,0.8583084614709607,0.0,0.0029734183943473103,0.00437973905900578,-0.004267763968512597,0.0005762733679904875,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava_fastv_temp_r075_n512_seed20260618.json,,llava15_7b_4bit,pope,test,fastv,0.75,temperature_scaling,20260618,512,561565a242561ad7,False,0.828125,0.03134111929941527,0.05200880992796053,0.06980238213997478,0.8373319238536683,0.0,-7.442903847820065e-05,0.012106522645255802,-0.004248794905452241,0.008374705691256645,0.0,-0.012832117869295473,0.00037849570081392725,1.1160801650117458e-05,-0.020976537617292457
results/raw/pope_lite_llava_128_512_seed20260618\llava15_7b_4bit-pope-test-none-r1-n512-seed20260618.json,llava15_7b_4bit-pope-test-none-r1-n512-seed20260618,llava15_7b_4bit,pope,test,none,1.0,none,20260618,512,561565a242561ad7,False,0.828125,0.041199818774363434,0.047250575168140824,0.07405898530683726,0.8577321881029702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_128_512_seed20260618\llava_pope_none_temp_n512_seed20260618.json,,llava15_7b_4bit,pope,test,none,1.0,temperature_scaling,20260618,512,561565a242561ad7,False,0.828125,0.03141554833789347,0.03990228728270473,0.07405117704542702,0.8289572181624116,0.0,0.0,0.0,0.0,0.0,0.0,-0.009784270436469962,-0.0073482878854360945,-7.808261410238715e-06,-0.028774969940558615
